ID,Name,Release Date,Genres,Platforms,LaunchBefore2010
273600,Descent: FreeSpace – The Great War,2014-05-07,Action,windows,NAO
273620,Freespace 2,2014-06-06,Action,windows,NAO
273730,Driving School Simulator,2014-09-25,Casual;Simulation,windows,NAO
273740,Extreme Roads USA,2014-06-06,Simulation,windows;mac,NAO
273750,Formula Truck 2013,2015-02-02,Racing;Simulation;Sports,windows,NAO
273760,Towtruck Simulator 2015,2014-03-11,Simulation,windows,NAO
273770,Game Tycoon 1.5,2014-02-11,Simulation;Strategy,windows,NAO
273790,Agricultural Simulator 2012: Deluxe Edition,2015-04-17,Simulation,windows,NAO
273800,Forestry 2017 - The Simulation,2016-03-25,Simulation,windows,NAO
273820,Mining & Tunneling Simulator,2014-03-05,Simulation,windows,NAO
273830,Aviator - Bush Pilot,2014-11-04,Action;Simulation,windows,NAO
273840,Stock Car Extreme,2015-02-11,Racing;Simulation;Sports,windows,NAO
273850,Ski-World Simulator,2014-11-18,Simulation,windows,NAO
273860,Snowcat Simulator,2014-11-26,Simulation,windows,NAO
273890,Arctic Trucker Simulator,2016-10-07,Casual;Simulation,windows;mac;linux,NAO
273940,Warehouse and Logistics Simulator,2014-02-25,Simulation,windows,NAO
273960,Mechs & Mercs: Black Talons,2015-01-09,Action;Indie;Simulation;Strategy,windows;linux,NAO
274010,Ship Simulator: Maritime Search and Rescue,2014-07-01,Action;Simulation,windows;mac,NAO
274170,Hotline Miami 2: Wrong Number,2015-03-10,Action;Indie,windows;mac;linux,NAO
274190,Broforce,2015-10-15,Action;Adventure;Casual;Indie,windows;mac;linux,NAO
274230,RONIN,2015-06-30,Action;Indie,windows;mac;linux,NAO
274250,OlliOlli,2014-07-22,Indie;Sports,windows;mac;linux,NAO
274270,NOT A HERO,2015-05-14,Action;Adventure;Indie,windows;mac;linux,NAO
274290,Gods Will Be Watching,2014-07-24,Adventure;Indie,windows;mac;linux,NAO
274310,Always Sometimes Monsters,2014-05-21,Indie;RPG,windows;mac;linux,NAO
274350,Dropsy,2015-09-10,Adventure;Indie,windows;mac;linux,NAO
274480,Drox Operative,2014-02-18,Action;Indie;RPG,windows;mac;linux,NAO
274500,Brigador: Up-Armored Edition,2016-06-02,Action;Indie,windows;mac;linux,NAO
274520,Darkwood,2017-08-17,Nudity;Violent;Gore;Action;Adventure;Indie;RPG,windows;mac;linux,NAO
274560,Revolution Ace,2014-03-19,0,"Laser Guided Games,NAO
274700,868-HACK,2015-01-26,Indie;Strategy,windows;mac,NAO
274880,Jet Car Stunts,2014-05-01,Indie;Racing;Sports,windows,NAO
274900,Murder Miners,2014-07-25,Action;Indie,windows;mac;linux,NAO
274920,FaceRig,2015-07-07,Animation & Modeling;Video Production,windows,NAO
274940,Depth,2014-11-03,Action;Indie,windows,NAO
274960,Tech Executive Tycoon,2018-12-21,Indie;RPG;Simulation;Strategy;Early Access,windows,NAO
274980,Influent,2014-03-20,Indie;Simulation;Strategy,windows;mac;linux,NAO
275060,Alone in the Dark: Illumination™,2015-06-11,Action;Adventure,windows,NAO
275080,Post Master,2014-03-07,Casual;Indie;Simulation,windows;mac,NAO
275100,Shelter 2,2015-03-09,Adventure;Casual;Indie,windows;mac;linux,NAO
275180,Costume Quest 2,2014-10-07,Adventure;Casual;RPG,windows;mac;linux,NAO
275200,Westerado: Double Barreled,2015-04-16,Action;Adventure;Indie,windows;mac,NAO
275290,Graviteam Tactics: Operation Star,2014-02-11,Strategy,windows,NAO
275310,Victorian Admirals,2014-02-11,Simulation,windows,NAO
275330,Anmynor Puzzles,2014-03-20,Casual,windows,NAO
275350,Sentinel 3: Homeworld,2014-02-03,Indie;Strategy,windows,NAO
275390,Guacamelee! Super Turbo Championship Edition,2014-08-21,Action;Adventure;Indie,windows,NAO
275470,Chip,2014-04-25,Action;Indie;Strategy,windows,NAO
275490,Canyon Capers,2014-04-25,Action;Casual;Indie,windows,NAO
275510,Z Steel Soldiers,2014-08-01,Strategy,windows,NAO
275530,Z,2014-07-04,Action;Strategy,windows,NAO
275570,Summoner,2014-03-12,Action;RPG,windows,NAO
275610,"Warhammer 40,000: Kill Team",Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,SEGA,NAO
275670,Space Run,2014-06-13,Indie;Strategy,windows;mac;linux,NAO
275810,7 Wonders of the Ancient World,2014-02-18,Casual;Strategy,windows,NAO
275830,7 Wonders: Magical Mystery Tour,2014-02-18,Casual;Strategy,windows,NAO
275850,No Man's Sky,2016-08-12,Action;Adventure,windows,NAO
276220,My Best Friends - Cats & Dogs,2014-03-27,Casual;Simulation,windows,NAO
276240,My Vet Practice - In the Country,2014-03-27,Casual;Simulation,windows,NAO
276300,My Riding Stables: Your Horse world,2014-03-28,Casual;Simulation;Sports,windows,NAO
276340,My Riding Stables: Life with Horses,2014-03-27,Casual;Simulation;Sports,windows,NAO
276360,Riding Star - Horse Championship!,2014-03-27,Casual;Simulation;Sports,windows,NAO
276380,My Pet Hotel,2014-03-27,Casual;Simulation,windows,NAO
276430,My Pet Hotel 2,2014-03-27,Casual,windows,NAO
276440,Kingdom Tales,2014-02-13,Casual,windows;mac,NAO
276460,Tales From The Dragon Mountain 2: The Lair,2014-03-13,Casual,windows;mac,NAO
276730,Tango Fiesta,2015-09-24,Action;Indie,windows;mac,NAO
276750,Fritz Chess 14,2014-09-22,Strategy,windows,NAO
276810,Mordheim: City of the Damned,2015-11-19,RPG;Strategy,windows,NAO
276870,Dwelvers,2014-09-11,Indie;Simulation;Strategy;Early Access,windows,NAO
276890,FATE: Undiscovered Realms,2014-04-17,Action;Adventure;RPG,windows,NAO
277110,Return to Mysterious Island,2014-03-06,Adventure;Casual,windows,NAO
277270,Return to Mysterious Island 2,2014-03-06,Adventure;Casual,windows,NAO
277390,VIDEOBALL,2016-07-12,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Iron Galaxy,NAO
277430,Halo: Spartan Assault,2014-04-04,Action,windows,NAO
277450,Imperial Glory,2014-04-11,Strategy,windows,NAO
277460,Praetorians,2014-04-11,Indie;Strategy,windows,NAO
277470,The Book of Legends,2014-03-14,Adventure;Indie;RPG,windows,NAO
277490,Battle Group 2,2014-06-13,Action;Indie;Strategy,windows;mac;linux,NAO
277500,Farming World,2014-05-02,Casual;Indie;Simulation,windows;mac,NAO
277510,Shiny The Firefly,2014-05-16,Action;Adventure;Casual;Indie,windows;mac;linux,NAO
277520,Albedo: Eyes from Outer Space,2015-04-10,Action;Adventure;Indie,windows;mac,NAO
277540,Tales From The Dragon Mountain: The Strix,2014-02-20,Casual,windows;mac,NAO
277560,Where Angels Cry,2014-02-27,Casual,windows;mac,NAO
277590,Assassin's Creed Freedom Cry,2014-02-25,Action;Adventure,windows,NAO
277630,Panzer Tactics HD,2014-05-22,Simulation;Strategy,windows,NAO
277650,Kult: Heretic Kingdoms,2015-08-26,Action;Adventure;Indie;RPG,windows,NAO
277680,"About Love,Hate and the other ones",Single-player;Steam Trading Cards;Steam Cloud,Black Pants Studio,NAO
277700,On Rusty Trails,2016-06-13,Indie,windows;mac;linux,NAO
277850,Sportsfriends,2014-12-19,Indie;Sports,windows;mac;linux,NAO
277870,Diehard Dungeon,2014-03-05,Action;Adventure;Indie;RPG,windows,NAO
277890,Shantae: Risky's Revenge - Director's Cut,2014-07-15,Action;Adventure;Indie,windows,NAO
277910,Mars Colony:Challenger,2014-03-04,Adventure;Indie;RPG;Simulation,windows,NAO
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,2014-05-13,0,"KOEI TECMO GAMES CO.,NAO
278100,"RIVE: Wreck,Hack,windows;mac;linux,1,NAO
278360,A Story About My Uncle,2014-05-28,Adventure;Casual;Indie,windows;mac;linux,NAO
278420,Spider: Rite of the Shrouded Moon,2015-08-06,Action;Adventure;Indie,windows;mac;linux,NAO
278440,0RBITALIS,2015-05-28,Indie;Simulation,windows;mac,NAO
278460,Skyborn,2014-02-21,Casual;RPG,windows;mac;linux,NAO
278490,Aveyond 3-2: Gates of Night,2014-04-18,Single-player,Degica,NAO
278510,JUDGEMENT SILVERSWORD - Resurrection -,2015-09-18,Action,windows,NAO
278530,3 Stars of Destiny,2014-03-28,Adventure;Indie;RPG,windows,NAO
278550,A-Train 9 V4.0 : Japan Rail Simulator,2015-10-21,Simulation,windows,NAO
278570,Labyrinthine Dreams,2015-05-26,Adventure;Casual;Indie,windows,NAO
278590,Heroes of Legionwood,2015-07-24,Casual;Indie;RPG,windows,NAO
278620,TinyKeep,2014-09-29,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
278640,Terrian Saga: KR-17,2014-07-09,Action;Adventure;Indie,windows;mac;linux,NAO
278810,LA Cops,2015-03-13,Action;Adventure;Indie;Strategy,windows;mac,NAO
278850,Spaceforce Homeworld,2014-02-19,Action,windows,NAO
278890,Angvik,2014-02-24,Action;Indie,windows;mac,NAO
278930,GIGANTIC ARMY,2014-03-06,Action;Indie,windows;linux,NAO
278970,Digger Online,2015-06-02,Action;Adventure,windows,NAO
279070,9th Dawn II,2016-10-17,Action;Adventure;Indie;RPG,windows,NAO
279140,Making History: The Great War,2015-01-29,Indie;Simulation;Strategy,windows;mac;linux,NAO
279160,Ultionus: A Tale of Petty Revenge,2014-02-25,Action;Adventure,windows;mac;linux,NAO
279260,Richard & Alice,2014-06-05,Adventure;Indie,windows,NAO
279420,Gardens Inc. – From Rakes to Riches,2014-03-25,Casual;Simulation;Strategy,windows,NAO
279440,Joe Dever's Lone Wolf HD Remastered,2014-11-27,Adventure;Indie;RPG,windows;mac,NAO
279460,IHF Handball Challenge 14,2014-03-28,Sports,windows,NAO
279480,Abalone,2014-04-23,Casual;Strategy,windows,NAO
279500,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,2014-04-30,Adventure,windows;mac,NAO
279520,Rage Runner,2014-05-16,Action;Casual;Indie;Racing;Simulation,windows;mac,NAO
279540,Pretentious Game,2014-05-20,Casual;Indie,windows;mac,NAO
279560,Dracula 4 and  5 - Special Steam Edition,2014-05-29,Adventure,windows;mac,NAO
279580,Devil's Dare 悪魔の挑戦,2014-10-21,Action;Adventure;Casual;Indie,windows;mac;linux,NAO
279640,The Troma Project,2015-10-28,Indie;Strategy,windows,NAO
279720,The I of the Dragon,2015-03-06,RPG,windows;mac;linux,NAO
279740,3D ParticleGen Visual FX,2015-04-03,Photo Editing;Utilities;Video Production,windows,NAO
279800,Grim Legends 2: Song of the Dark Swan,2015-03-26,Adventure;Casual,windows;mac;linux,NAO
279900,Soul Axiom,2016-02-29,Adventure;Indie,windows;mac;linux,NAO
279920,Infinity Runner,2014-07-14,Action;Indie,windows;mac;linux,NAO
279940,The Book of Unwritten Tales 2,2015-02-19,Adventure,windows;mac;linux,NAO
279990,Bridge Constructor Playground,2014-07-02,Casual;Indie;RPG;Simulation,windows;mac;linux,NAO
280010,Gunjitsu,2015-07-31,Action;Indie;Early Access,windows;mac,NAO
280040,A Wizard's Lizard,2014-06-16,Action;Indie;RPG,windows;mac;linux,NAO
280140,Millennium - A New Hope,2014-04-25,Adventure;Casual;Indie;RPG,windows,NAO
280160,Aragami,2016-10-04,Action;Adventure;Indie,windows;mac;linux,NAO
280180,Hover,2017-05-31,Action;Adventure,windows;mac;linux,NAO
280200,Eterium,2014-04-15,Action;Indie,windows,NAO
280220,Creeper World 3: Arc Eternal,2014-03-27,Indie;Simulation;Strategy,windows;mac;linux,NAO
280320,Adventurer Manager,2014-12-04,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,LLC",NAO
280380,Uprising44: The Silent Shadows,2014-04-18,Action;Strategy,windows,NAO
280460,Pulstar,2014-06-11,Action;Indie,windows;mac;linux,NAO
280500,KRUNCH,2014-03-19,Action;Indie;Racing,windows;mac,NAO
280520,Crea,2016-06-09,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
280540,GhostControl Inc.,2014-06-06,Casual;Indie;Simulation;Strategy,windows;mac;linux,NAO
280560,Danmaku Unlimited 2,2014-03-18,Action;Indie,windows,NAO
280600,BloodLust Shadowhunter,2015-09-21,Action;Indie;RPG,windows,NAO
280640,Dark Shadows - Army of Evil,2014-03-11,Action;Indie;RPG,windows,NAO
280680,Krita,2014-06-10,Animation & Modeling;Design & Illustration;Photo Editing,windows,NAO
280720,Imagine Earth,2014-05-01,Indie;Simulation;Strategy;Early Access,windows,NAO
280790,Creativerse,2017-05-08,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Simulation,windows;mac,NAO
280830,Foosball - Street Edition,2014-04-16,Casual;Indie;Sports,windows;mac;linux,NAO
280890,Ghostship Aftermath,2014-07-18,Action;Adventure;Indie,windows,NAO
280930,Battlepillars Gold Edition,2014-04-28,Action;Casual;Indie;Strategy,windows,NAO
281060,Reversion - The Meeting (2nd Chapter),2014-07-08,Adventure;Indie,windows;mac;linux,NAO
281200,A Boy and His Blob,2016-01-19,Adventure,windows;mac;linux,NAO
281220,BloodRayne Betrayal,2014-04-30,Action,windows,NAO
281240,Adventure Chronicles: The Search For Lost Treasure,2014-04-29,Adventure,windows,NAO
281260,Desert Gunner,2014-03-18,Action,windows,NAO
281280,Mashed,2014-04-24,Racing,windows,NAO
281350,US and THEM,2014-03-18,Strategy,windows,NAO
281370,Real Horror Stories Ultimate Edition,2014-04-01,Indie,windows,NAO
281390,ORB,2014-03-13,Strategy,windows,NAO
281410,Ubersoldier II,2014-03-25,Action,windows,NAO
281430,Clans,2014-03-13,RPG,windows,NAO
281450,Disciples Sacred Lands Gold,2014-10-07,Strategy,windows,NAO
281560,D.W.A.R.F.S.,2014-03-20,Adventure,windows,NAO
281580,Wings Over Europe,2014-05-30,Simulation,windows,NAO
281610,Homeworld: Deserts of Kharak,2016-01-20,Strategy,windows;mac,NAO
281640,The Banner Saga 2,2016-04-19,Indie;RPG;Strategy,windows;mac,NAO
281750,Munin,2014-06-10,Adventure;Casual;Indie,windows;mac;linux,NAO
281820,Explodemon,2014-03-25,Action;Adventure;Casual;Indie,windows,NAO
281840,4PM,2014-07-09,Indie,windows;mac,NAO
281860,RefleX,2014-03-27,Action;Indie,windows,NAO
281920,Splatter - Zombie Apocalypse,2014-06-04,Action;Adventure;Indie,windows;mac;linux,NAO
281940,Woolfe - The Red Hood Diaries,2015-03-17,Action;Adventure;Indie,windows,NAO
281990,Stellaris,2016-05-09,Simulation;Strategy,windows;mac;linux,NAO
282010,Carmageddon Max Pack,1997-06-30,Action;Indie;Racing,windows,NAO
282030,Carmageddon 2: Carpocalypse Now,2014-09-19,Action;Indie;Racing,windows,NAO
282050,MX vs. ATV Supercross Encore,2015-10-27,Racing;Simulation;Sports,windows,NAO
282070,This War of Mine,2014-11-14,Adventure;Indie;Simulation,windows;mac;linux,NAO
282100,Fearless Fantasy,2014-05-15,Action;Adventure;Casual;Indie;RPG,windows,NAO
282140,SOMA,2015-09-21,Action;Adventure;Indie,windows;mac;linux,NAO
282210,Sid Meier's Starships,2015-03-12,Strategy,windows;mac,NAO
282400,SuperPower 2 Steam Edition,2014-04-18,Simulation;Strategy,windows,NAO
282440,Quake Live™,2014-09-17,Action,windows,NAO
282530,Castlevania: Lords of Shadow – Mirror of Fate HD,2014-03-27,Action;Adventure,windows,NAO
282560,RollerCoaster Tycoon World™,2016-11-16,Simulation;Strategy,windows,NAO
282590,Star Ruler 2,2015-03-27,Indie;Strategy,windows;linux,NAO
282620,The Battle of Sol,2015-07-01,0,"Bit Planet Games,NAO
282640,LOST ORBIT,2015-05-12,Action;Adventure;Indie,windows;mac;linux,NAO
282660,Easy™ eSports,2015-09-10,Utilities,windows,NAO
282680,Warring States,2018-01-29,Indie;Strategy,windows;mac;linux,NAO
282760,Circuits,2014-04-17,Casual;Indie,windows;mac;linux,NAO
282780,Stick 'Em Up 2: Paper Adventures,2015-07-27,Action;Adventure;Indie,windows;mac;linux,NAO
282800,100% Orange Juice,2014-05-16,Indie;Strategy,windows,NAO
282860,Masterspace,2015-06-15,Action;Indie;RPG;Simulation,windows,NAO
282880,FaeVerse Alchemy,2014-04-02,Casual;Indie;Strategy;Early Access,windows;mac;linux,NAO
282900,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,2015-01-29,Inc.;IDEA FACTORY Co.,Ltd.;FELISTELLA Co.,NAO
283000,Strategic War in Europe,2014-03-21,Indie;Strategy,windows,NAO
283020,The Campaign Series: Fall Weiss,2014-05-30,Indie;Strategy,windows,NAO
283040,Paper Dungeons,2015-04-20,Adventure;Indie;RPG,windows;mac;linux,NAO
283060,Lucent Heart,2016-02-11,Adventure;Casual;Free to Play;Massively Multiplayer;RPG,windows,NAO
283080,Super Chibi Knight,2015-06-24,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
283100,Colonies Online,2014-05-01,Action;Indie;Massively Multiplayer;RPG;Early Access,windows,NAO
283160,House of the Dying Sun,2016-11-01,0,"Marauder Interactive,NAO
283180,The Samaritan Paradox,2014-04-18,Adventure;Indie,windows,NAO
283230,Spoiler Alert,2014-06-30,Adventure;Casual;Indie,windows;mac;linux,NAO
283270,Jagged Alliance 1: Gold Edition,2014-04-23,Action;RPG;Strategy,windows;mac;linux,NAO
283290,Nosferatu: The Wrath of Malachi,2014-03-06,Action;Adventure,windows,NAO
283310,Soulbringer,2014-03-13,RPG,windows,NAO
283330,Desert Thunder,2014-03-19,Action,windows,NAO
283350,Eurofighter Typhoon,2014-05-02,Action,windows,NAO
283370,Marine Sharpshooter II: Jungle Warfare,2014-04-03,Action,windows,NAO
283390,Incoming Forces,2014-03-06,Action,windows,NAO
283410,CT Special Forces: Fire for Effect,2014-03-13,Action,windows,NAO
283430,Litil Divil,2014-03-19,Action;Adventure,windows,NAO
283450,Zooloretto,2014-04-03,Casual,windows,NAO
283470,The Secret Of Hildegards,2014-03-27,Casual,windows,NAO
283490,IHF Handball Challenge 12,2014-03-21,Sports,windows,NAO
283560,Munich Bus Simulator,2014-04-07,Simulation,windows,NAO
283580,New York Bus Simulator,2014-08-06,Simulation,windows,NAO
283600,World of Subways 2 – Berlin Line 7,2014-06-12,Simulation,windows,NAO
283620,World of Subways 3 – London Underground Circle Line,2014-05-12,Simulation,windows,NAO
283640,Salt and Sanctuary,2016-05-17,Violent;Gore;Action;Indie;RPG,windows;mac;linux,NAO
283660,Rabbit Hole 3D: Steam Edition,2014-04-25,Action;Casual;Indie,windows;mac;linux,NAO
283680,Astebreed: Definitive Edition,2014-05-30,Action;Indie,windows,NAO
283820,KAMUI,2014-12-11,Action;Indie,windows,NAO
283840,ALLTYNEX Second,2014-12-11,Action;Indie,windows,NAO
283880,Heroine's Quest: The Herald of Ragnarok,2014-03-20,Adventure;Free to Play;Indie;RPG,windows;linux,NAO
283920,Putt-Putt® Joins the Parade,2014-04-17,Adventure;Casual,windows;mac;linux,NAO
283940,Freddi Fish and the Case of the Missing Kelp Seeds,2014-04-17,Adventure;Casual,windows;mac;linux,NAO
283960,Pajama Sam: No Need to Hide When It's Dark Outside,2014-04-17,Adventure;Casual,windows;mac;linux,NAO
283980,"Spy Fox in ""Dry Cereal""",2014-04-17,Adventure;Casual,windows;mac;linux,NAO
284000,Putt-Putt® and Pep's Balloon-o-Rama,2014-04-17,Adventure;Casual,windows;mac;linux,NAO
284020,Freddi Fish and Luther's Maze Madness,2014-04-17,Adventure;Casual,windows;mac;linux,NAO
284050,Sanitarium,2014-10-29,Adventure,windows,NAO
284100,Unclaimed World,2016-10-04,Indie;Simulation;Strategy,windows,NAO
284140,Majestic Nights,2014-10-30,Action;Adventure;Indie;RPG,windows;mac;linux,NAO
284160,BeamNG.drive,2015-05-29,Racing;Simulation;Early Access,windows,NAO
284180,Magicians & Looters,2014-07-01,Action;Adventure;Indie,windows,NAO
284200,Robot Rescue Revolution,2014-07-11,Casual;Indie,windows,NAO
284220,Diadra Empty,2015-07-21,Action;Indie,windows,NAO
284240,Maize,2016-12-01,Adventure;Indie,windows,NAO
284260,PANORAMICAL,2015-09-17,Indie,windows;mac,NAO
284390,The Last Door - Collector's Edition,2014-05-20,Adventure;Indie,windows;mac;linux,NAO
284410,Cornerstone: The Song of Tyrim,2016-04-26,Action;Adventure;Indie,windows;mac;linux,NAO
284460,DeadCore,2014-10-17,Action;Indie,windows;mac;linux,NAO
284710,Abyss: The Wraiths of Eden,2014-04-03,Adventure;Casual,windows;mac;linux,NAO
284730,Dark Arcana: The Carnival,2014-10-28,Adventure;Casual,windows;mac;linux,NAO
284750,Enigmatis: The Ghosts of Maple Creek,2014-10-16,Adventure;Casual,windows;mac;linux,NAO
284770,Enigmatis 2: The Mists of Ravenwood,2014-06-05,Adventure;Casual,windows;mac;linux,NAO
284790,Nightmares from the Deep 2: The Siren`s Call,2014-05-15,Adventure;Casual,windows;mac;linux,NAO
284810,Nightmares from the Deep 3: Davy Jones,2015-01-29,Adventure;Casual,windows;mac;linux,NAO
284830,Clockwork Tales: Of Glass and Ink,2014-04-24,Adventure;Casual,windows;mac;linux,NAO
284850,Grim Legends: The Forsaken Bride,2014-08-21,Casual,windows;mac;linux,NAO
284870,9 Clues: The Secret of Serpent Creek,2014-07-10,Adventure;Casual,windows;mac;linux,NAO
284890,Left in the Dark: No One on Board,2014-10-02,Adventure;Casual,windows;mac;linux,NAO
284910,Purgatory: War of the Damned,2015-02-11,Action;RPG;Early Access,windows,NAO
284930,Speed Kills,2014-05-16,Action;Indie;Racing,windows,NAO
284950,Pixel Puzzles: Japan,2014-04-17,Casual;Indie;Simulation,windows,NAO
284970,Project Root,2014-05-01,Action;Indie,windows,NAO
284990,Solarix,2015-04-30,Action;Indie,windows,NAO
285010,Pixel Puzzles: UndeadZ,2014-06-06,Action;Casual;Indie;Simulation;Strategy,windows,NAO
